Incident,Date,Location,County
2022209669,2022-07-22,CRAIN HWY N,Anne Arundel
2022209619,2022-07-22,COMMUNITY PL,Anne Arundel
2022209468,2022-07-22,BROOKSTONE DR,Anne Arundel
2022209269,2022-07-22,MEADE VILLAGE CIR,Anne Arundel
2022209208,2022-07-22,FOREST DR,Anne Arundel
2022208914,2022-07-22,FORT SMALLWOOD RD,Anne Arundel
2022208489,2022-07-21,TWIN VW,Anne Arundel
2022208389,2022-07-21,MARLEY AVE,Anne Arundel
2022208260,2022-07-21,MARINE DR,Anne Arundel
2022207636,2022-07-20,DELRAY CT,Anne Arundel
2022207562,2022-07-20,SHORE DR,Anne Arundel
2022207522,2022-07-20,TARLETON WAY,Anne Arundel
2022207519,2022-07-20,PARHAM CT,Anne Arundel
2022206713,2022-07-20,LOCUST THORN CT,Anne Arundel
2022206269,2022-07-19,RITCHIE HWY,Anne Arundel
2022205679,2022-07-19,STANDARD DR,Anne Arundel
2022205206,2022-07-19,FOX DEN LN,Anne Arundel
2022205164,2022-07-19,TRANQUIL CT,Anne Arundel
2022205157,2022-07-19,EDISON ST,Anne Arundel
2022205031,2022-07-18,ARUNDEL RD/BEACON POINT DR,Anne Arundel
2022204670,2022-07-18,LOWELL CT,Anne Arundel
2022204577,2022-07-18,5TH AVE,Anne Arundel
2022204506,2022-07-18,CRAIN HWY S,Anne Arundel
2022204356,2022-07-18,MOUNT ZION MARLBORO RD,Anne Arundel
2022204165,2022-07-18,VICTORY AVE,Anne Arundel
2022204106,2022-07-18,ANNAPOLIS RD,Anne Arundel
2022204067,2022-07-18,BLACK OAK WAY,Anne Arundel
2022203517,2022-07-17,MIDSHIP CT,Anne Arundel
2022203390,2022-07-17,HERITAGE HILL DR,Anne Arundel
2022203095,2022-07-17,SHIRLEY MURPHY RD,Anne Arundel
2022202786,2022-07-16,GRAY DR,Anne Arundel
2022202512,2022-07-16,CRAIN HWY N/GEORGIA AVE NW,Anne Arundel
2022202309,2022-07-16,BRUMMEL RD,Anne Arundel
2022201826,2022-07-15,BALTIMORE ANNAPOLIS BLVD,Anne Arundel
2022201016,2022-07-14,2ND AVE,Anne Arundel
2022200964,2022-07-14,RITCHIE HWY,Anne Arundel
2022200938,2022-07-14,CHURCH ST,Anne Arundel
2022200191,2022-07-14,DELRAY CT,Anne Arundel
2022199971,2022-07-13,RAYNOR AVE,Anne Arundel
2022199635,2022-07-13,RITCHIE HWY/EARLEIGH HEIGHTS RD W,Anne Arundel
2022198712,2022-07-12,MUNROE CIR,Anne Arundel
2022198667,2022-07-12,GEORGE CLAUSS BLVD,Anne Arundel
2022198456,2022-07-12,CRAIN HWY N,Anne Arundel
2022197951,2022-07-12,RITCHIE HWY,Anne Arundel
2022197822,2022-07-12,NIGHTFALL LN,Anne Arundel
2022196910,2022-07-11,ANDREW CT,Anne Arundel
2022196460,2022-07-10,LAUREL HILL RD,Anne Arundel
2022196091,2022-07-10,APRIL DAWN WAY,Anne Arundel
2022195076,2022-07-09,KING MALCOLM AVE,Anne Arundel
2022194395,2022-07-08,RIDGE RD,Anne Arundel
2022193376,2022-07-07,BRIARWOOD PL,Anne Arundel
2022193366,2022-07-07,SUDLERSVILLE SOUTH,Anne Arundel
2022191640,2022-07-05,FOREST GLEN DR,Anne Arundel
2022191442,2022-07-05,MEDICAL PKWY,Anne Arundel
2022191396,2022-07-05,RITCHIE HWY/1ST AVE,Anne Arundel
2022191189,2022-07-05,BERGER ST,Anne Arundel
2022190957,2022-07-05,OBRECHT RD,Anne Arundel
2022190403,2022-07-04,CONTE RD,Anne Arundel
2022190373,2022-07-04,DIAMOND DR,Anne Arundel
2022190372,2022-07-04,DIAMOND DR,Anne Arundel
2022190083,2022-07-04,WARWICKSHIRE LN,Anne Arundel
2022190045,2022-07-04,FAYWOOD CT,Anne Arundel
2022189983,2022-07-04,HICKORY HOLLOW DR,Anne Arundel
2022189775,2022-07-03,CROSS CREEK DR,Anne Arundel
2022189658,2022-07-03,HOLIDAY CT,Anne Arundel
2022189057,2022-07-03,BALTIMORE ANNAPOLIS BLVD,Anne Arundel
2022188892,2022-07-02,STONEY HILL CT,Anne Arundel
2022188668,2022-07-02,MAPLE LN NW,Anne Arundel
2022188326,2022-07-02,RITCHIE HWY,Anne Arundel
2022187910,2022-07-01,PLEASANT PLAINS RD,Anne Arundel
2022187843,2022-07-01,DAIRY FARM RD,Anne Arundel
2022186712,2022-06-30,RITCHIE HWY,Anne Arundel
2022185590,2022-06-29,SANDS RD/BURTON RIVER RD,Anne Arundel
2022185483,2022-06-29,QUIET HOLLOW CT,Anne Arundel
2022185442,2022-06-29,CAMP MEADE RD N,Anne Arundel
2022183980,2022-06-28,CRAIN HWY S,Anne Arundel
2022183502,2022-06-27,MOUNTAIN ESTATE DR/APPALACHIAN DR,Anne Arundel
2022183490,2022-06-27,WILMER PL,Anne Arundel
2022183043,2022-06-27,BRANDERMILL BLVD,Anne Arundel
2022182864,2022-06-27,CIRCLE DR,Anne Arundel
2022182567,2022-06-27,WARWICKSHIRE LN,Anne Arundel
2022182365,2022-06-26,KENWOOD RD/MEADOW LN,Anne Arundel
2022182243,2022-06-26,CARRERA LN,Anne Arundel
2022182094,2022-06-26,SHADY SIDE RD,Anne Arundel
2022182061,2022-06-26,ELKWOOD CT,Anne Arundel
2022182027,2022-06-26,GREENDALE CT,Anne Arundel
2022181497,2022-06-25,N FOREST TRL,Anne Arundel
2022181389,2022-06-25,LARCH RD,Anne Arundel
2022181361,2022-06-25,RENARD CT,Anne Arundel
2022181327,2022-06-25,HAVRE DE GRACE DR,Anne Arundel
2022181223,2022-06-25,FOREMAST ALY,Anne Arundel
2022181009,2022-06-25,DEFENSE HWY,Anne Arundel
2022180974,2022-06-25,FOREST DR,Anne Arundel
2022180454,2022-06-24,SECLUDED POST CIR,Anne Arundel
2022180390,2022-06-24,PATRICK HENRY DR,Anne Arundel
2022180137,2022-06-24,8TH ST,Anne Arundel
2022178323,2022-06-22,WOODSIDE RD,Anne Arundel
2022177482,2022-06-22,GLEN RIDGE CIR,Anne Arundel
2022176598,2022-06-21,BALTIMORE ANNAPOLIS BLVD,Anne Arundel
2022176473,2022-06-21,DEALE CHURCHTON RD,Anne Arundel
2022175495,2022-06-20,ED PROUT RD,Anne Arundel
2022174856,2022-06-20,FORT SMALLWOOD RD,Anne Arundel
2022174424,2022-06-19,WILSON BLVD SW,Anne Arundel
2022174371,2022-06-19,KRAMER CT/CRAINMONT DR,Anne Arundel
2022174251,2022-06-19,CORK LN,Anne Arundel
2022173968,2022-06-19,CHARTER RD S,Anne Arundel
2022173396,2022-06-18,CORRIDOR MARKETPLACE,Anne Arundel
2022173286,2022-06-18,JENNIFER RD/WEST ST,Anne Arundel
2022172968,2022-06-18,OAKLEIGH AVE,Anne Arundel
2022172857,2022-06-18,A ST SW,Anne Arundel
2022172647,2022-06-17,FAIRBANKS CT,Anne Arundel
2022172185,2022-06-17,OLD ANNAPOLIS RD,Anne Arundel
2022172043,2022-06-17,HONEYSUCKLE LN,Anne Arundel
2022171877,2022-06-17,SOUTHWOOD RD,Anne Arundel
2022171411,2022-06-16,LUNA LN,Anne Arundel
2022171049,2022-06-16,KNIGHTSBRIDGE TURN,Anne Arundel
2022170981,2022-06-16,MIRAMAR RD,Anne Arundel
2022170563,2022-06-16,11TH AVE E,Anne Arundel
2022170515,2022-06-16,DALE RD/EASTWAY,Anne Arundel
2022169893,2022-06-15,THOMAS RD,Anne Arundel
2022169761,2022-06-15,FOXDALE CT,Anne Arundel
2022169125,2022-06-15,LAMPLIGHTER RDG,Anne Arundel
2022168777,2022-06-14,SOLOMONS ISLAND RD/VIRGINIA AVE,Anne Arundel
2022168766,2022-06-14,BAYMEADOW DR,Anne Arundel
2022168728,2022-06-14,SOLOMONS ISLAND RD/OLD SOUTH RIVER RD,Anne Arundel
2022167866,2022-06-13,203RD ST,Anne Arundel
2022167592,2022-06-13,DISNEY AVE,Anne Arundel
2022166932,2022-06-13,RITCHIE HWY,Anne Arundel
2022166578,2022-06-12,OLD PINE CT,Anne Arundel
2022165994,2022-06-12,RITA DR,Anne Arundel
2022165788,2022-06-11,BEARDS POINT RD,Anne Arundel
2022165744,2022-06-11,MONTAUK DR,Anne Arundel
2022165706,2022-06-11,BERKLEY CT,Anne Arundel
2022165545,2022-06-11,VETERANS HWY,Anne Arundel
2022165346,2022-06-11,SOLOMONS ISLAND RD,Anne Arundel
2022165321,2022-06-11,GLEN RIDGE CIR,Anne Arundel
2022165290,2022-06-11,MAGNOLIA DR,Anne Arundel
2022164622,2022-06-10,SAINT BARBARA LN,Anne Arundel
2022164159,2022-06-10,E ORDNANCE RD,Anne Arundel
2022164078,2022-06-10,AMERICANA CIR,Anne Arundel
2022163561,2022-06-09,RITCHIE HWY,Anne Arundel
2022163359,2022-06-09,MOUNTAIN RIDGE CT,Anne Arundel
2022163324,2022-06-09,FAYWOOD AVE,Anne Arundel
2022162865,2022-06-09,BURLINGTON DR,Anne Arundel
2022162496,2022-06-09,ABERDEEN DR,Anne Arundel
2022162390,2022-06-08,OLD DORSEY RD,Anne Arundel
2022162025,2022-06-08,KINGS RD,Anne Arundel
2022161895,2022-06-08,RITCHIE HWY/11TH AVE E,Anne Arundel
2022160867,2022-06-07,HAMPTON RD,Anne Arundel
2022160866,2022-06-07,HAMPTON RD,Anne Arundel
2022160597,2022-06-07,BRANCH LINE RD,Anne Arundel
2022160262,2022-06-07,RITCHIE HWY,Anne Arundel
2022160174,2022-06-06,MARYDELL AVE,Anne Arundel
2022160007,2022-06-06,MARTHA RD,Anne Arundel
2022159974,2022-06-06,BROOKWOOD RD,Anne Arundel
2022159955,2022-06-06,RIVERSIDE DR,Anne Arundel
2022159819,2022-06-06,HOSPITAL DR,Anne Arundel
2022159586,2022-06-06,ELIZABETH RD,Anne Arundel
2022158901,2022-06-05,PATRICK HENRY DR,Anne Arundel
2022158308,2022-06-05,BAY FRONT RD,Anne Arundel
2022157684,2022-06-04,DEFENSE HWY,Anne Arundel
2022157612,2022-06-04,SHERWOOD TRL,Anne Arundel
2022157362,2022-06-04,VALLEY CREEK RD,Anne Arundel
2022157101,2022-06-03,N JEROME PKWY,Anne Arundel
2022156794,2022-06-03,E SHORE RD,Anne Arundel
2022156615,2022-06-03,NIGHTFALL LN,Anne Arundel
2022156168,2022-06-03,CRAIN HWY S,Anne Arundel
2022156055,2022-06-03,COMMUNITY PL,Anne Arundel
2022155712,2022-06-02,BAY DALE CT,Anne Arundel
2022155582,2022-06-02,5TH AVE SE,Anne Arundel
2022155549,2022-06-02,RITCHIE HWY,Anne Arundel
2022151895,2022-05-30,STAR STELLA DR,Anne Arundel
2022151737,2022-05-30,W ALMONDBURY DR,Anne Arundel
2022151387,2022-05-29,BALTIMORE ANNAPOLIS BLVD,Anne Arundel
2022151205,2022-05-29,FLORIDA PL,Anne Arundel
2022150961,2022-05-29,CRAIN HWY N,Anne Arundel
2022150317,2022-05-28,SCRIVNER CT,Anne Arundel
2022150234,2022-05-28,BALTIMORE ANNAPOLIS BLVD,Anne Arundel
2022150096,2022-05-28,HOG NECK RD,Anne Arundel
2022149209,2022-05-27,MARYLAND AVE NW,Anne Arundel
2022148922,2022-05-27,TALL PINES CT,Anne Arundel
2022148887,2022-05-27,RITCHIE HWY/FURNACE BRANCH RD E,Anne Arundel
2022148296,2022-05-27,DOVER ST,Anne Arundel
2022148276,2022-05-27,ELKRIDGE LANDING RD,Anne Arundel
2022148017,2022-05-26,GENERALS HWY,Anne Arundel
2022147136,2022-05-26,CHESAPEAKE DR,Anne Arundel
2022146823,2022-05-26,QUIET HOLLOW CT,Anne Arundel
2022146564,2022-05-25,RITCHIE HWY,Anne Arundel
2022146090,2022-05-25,ROLLING RD,Anne Arundel
2022145906,2022-05-25,11TH ST,Anne Arundel
2022145758,2022-05-25,RITCHIE HWY,Anne Arundel
2022145508,2022-05-25,HOUSLEY RD,Anne Arundel
2022145397,2022-05-24,OLD MILL RD,Anne Arundel
2022145368,2022-05-24,N BRUCE ST,Anne Arundel
2022145270,2022-05-24,MOUNTAIN RD,Anne Arundel
2022145174,2022-05-24,SIGNALMAN CT,Anne Arundel
2022145143,2022-05-24,ARWELL CT,Anne Arundel
2022144711,2022-05-24,CIRCLE DR,Anne Arundel
2022143952,2022-05-23,TALL PINES CT,Anne Arundel
2022143733,2022-05-23,SERPENTINE TRL,Anne Arundel
2022142815,2022-05-22,GOVERNORS GATE LN,Anne Arundel
2022142767,2022-05-22,BALTIMORE ANNAPOLIS BLVD,Anne Arundel
2022142647,2022-05-22,BARBERSVILLE RD,Anne Arundel
2022142609,2022-05-22,VERNON AVE,Anne Arundel
2022142496,2022-05-22,BROADVIEW BLVD N,Anne Arundel
2022142350,2022-05-22,MUDDY CREEK RD,Anne Arundel
2022142141,2022-05-21,OLD MILL RD,Anne Arundel
2022141966,2022-05-21,FOREST DR,Anne Arundel
2022141878,2022-05-21,PLEASANTVILLE DR,Anne Arundel
2022141302,2022-05-21,RIDGEWATER CT,Anne Arundel
2022139449,2022-05-19,PLACID CT,Anne Arundel
2022139394,2022-05-19,SENECA TER,Anne Arundel
2022139359,2022-05-19,CHESAPEAKE CENTER CT,Anne Arundel
2022139289,2022-05-19,MOUNTAIN RD,Anne Arundel
2022138780,2022-05-19,PATRICK HENRY DR,Anne Arundel
2022138403,2022-05-18,RITCHIE HWY,Anne Arundel
2022138144,2022-05-18,RITCHIE HWY,Anne Arundel
2022137225,2022-05-17,RIVA RD,Anne Arundel
2022136484,2022-05-17,ARBOR DR,Anne Arundel
2022136221,2022-05-16,BROADNECK PL,Anne Arundel
2022136179,2022-05-16,MUNROE CIR,Anne Arundel
2022135535,2022-05-16,MATILDA LN,Anne Arundel
2022135360,2022-05-15,ADMIRAL DR,Anne Arundel
2022135010,2022-05-15,EDGERLY RD,Anne Arundel
2022134492,2022-05-14,E HOWARD RD,Anne Arundel
2022134350,2022-05-14,CEDAR DR,Anne Arundel
2022133903,2022-05-14,KNIGHTSBRIDGE TURN,Anne Arundel
2022133682,2022-05-13,MEADE VILLAGE CIR,Anne Arundel
2022133678,2022-05-13,INTERNATIONAL DR,Anne Arundel
2022133680,2022-05-13,INTERNATIONAL DR,Anne Arundel
2022133608,2022-05-13,WELCHS DR,Anne Arundel
2022133493,2022-05-13,TALL PINES CT,Anne Arundel
2022132708,2022-05-13,ADMIRAL COCHRANE DR,Anne Arundel
2022132707,2022-05-13,RITCHIE HWY,Anne Arundel
2022132698,2022-05-13,GROVE PARK RD,Anne Arundel
2022132399,2022-05-12,W SHADY SIDE RD,Anne Arundel
2022132398,2022-05-12,KING MALCOLM AVE,Anne Arundel
2022132379,2022-05-12,WARWICKSHIRE LN,Anne Arundel
2022132184,2022-05-12,E HOWARD RD,Anne Arundel
2022132147,2022-05-12,CRAIN HWY N,Anne Arundel
2022131923,2022-05-12,DISNEY RD,Anne Arundel
2022131764,2022-05-12,BROCK BRIDGE RD,Anne Arundel
2022131275,2022-05-11,QUEENS PARK RD,Anne Arundel
2022130934,2022-05-11,26TH ST,Anne Arundel
2022130275,2022-05-11,WHITE WATER CT,Anne Arundel
2022130085,2022-05-10,WARWICKSHIRE LN,Anne Arundel
2022129783,2022-05-10,CHESAPEAKE CENTER CT,Anne Arundel
2022129542,2022-05-10,DAVIDSONVILLE RD,Anne Arundel
2022128803,2022-05-09,WREN WAY,Anne Arundel
2022128738,2022-05-09,CIRCLE DR,Anne Arundel
2022128322,2022-05-09,SOUTHERLY RD,Anne Arundel
2022128131,2022-05-09,CIRCLE DR,Anne Arundel
2022127493,2022-05-08,AMERICANA CIR,Anne Arundel
2022126520,2022-05-07,RETREAT CT,Anne Arundel
2022126142,2022-05-06,SIMSBURY CT,Anne Arundel
2022124958,2022-05-05,BUDDING BRANCH RD,Anne Arundel
2022122278,2022-05-03,SHORE DR,Anne Arundel
2022122213,2022-05-03,LOWER MAGOTHY BEACH RD,Anne Arundel
2022121738,2022-05-03,BELLE DORA CT,Anne Arundel
2022121554,2022-05-03,KUETHE RD,Anne Arundel
2022121427,2022-05-02,RICHFIELD DR,Anne Arundel
2022121284,2022-05-02,FOREST DR,Anne Arundel
2022120502,2022-05-02,BEACH RD,Anne Arundel
2022120280,2022-05-01,KING MALCOLM AVE,Anne Arundel
2022119938,2022-05-01,WOMACK DR,Anne Arundel
2022119914,2022-05-01,E ORDNANCE RD,Anne Arundel
2022119601,2022-05-01,ASTER DR,Anne Arundel
2022118896,2022-04-30,ARUNDEL MILLS CIR,Anne Arundel
2022118890,2022-04-30,LAUREL FORT MEADE RD,Anne Arundel
2022118579,2022-04-29,3RD AVE SW,Anne Arundel
2022118397,2022-04-29,GENINE DR,Anne Arundel
2022117157,2022-04-28,KNIGHTSBRIDGE TURN,Anne Arundel
2022117148,2022-04-28,TELEGRAPH RD/REECE RD,Anne Arundel
2022117007,2022-04-28,PENINSULA FARM RD,Anne Arundel
2022116493,2022-04-27,CEDAR DR,Anne Arundel
2022115748,2022-04-27,WEST VIRGINIA AVE,Anne Arundel
2022115613,2022-04-27,RITCHIE HWY,Anne Arundel
2022115377,2022-04-26,W MEADOW RD/BELLE GROVE RD,Anne Arundel
2022115114,2022-04-26,PINE VALLEY DR,Anne Arundel
2022114458,2022-04-26,GREENLEAF TER,Anne Arundel
2022114323,2022-04-25,HADFIELD CT,Anne Arundel
2022114267,2022-04-25,SHARONWOOD RD,Anne Arundel
2022114232,2022-04-25,GATEWATER CT,Anne Arundel
2022114032,2022-04-25,MEADE VILLAGE CIR,Anne Arundel
2022112999,2022-04-24,MARGATE DR,Anne Arundel
2022112339,2022-04-23,ARUNDEL MILLS CIR,Anne Arundel
2022112305,2022-04-23,CAMP MEADE RD S,Anne Arundel
2022112246,2022-04-23,CORONET DR/REGENCY CIR,Anne Arundel
2022112233,2022-04-23,DIAMOND DR,Anne Arundel
2022112228,2022-04-23,DEFENSE HWY,Anne Arundel
2022112218,2022-04-23,CORONET DR/REGENCY CIR,Anne Arundel
2022112213,2022-04-23,BALTIMORE ANNAPOLIS BLVD,Anne Arundel
2022112162,2022-04-23,AMERICANA CIR,Anne Arundel
2022111983,2022-04-23,RITCHIE HWY,Anne Arundel
2022111390,2022-04-22,BEAGHAN DR,Anne Arundel
2022111282,2022-04-22,RITCHIE HWY/FARRINGTON RD,Anne Arundel
2022111228,2022-04-22,BLACKBIRD HILL LN,Anne Arundel
2022111046,2022-04-22,OAKWOOD STATION RD,Anne Arundel
2022110885,2022-04-22,CIRCLE DR,Anne Arundel
2022110699,2022-04-22,RITCHIE HWY,Anne Arundel
2022110479,2022-04-22,CARRERA LN,Anne Arundel
2022110037,2022-04-21,COMMISSARY CIR,Anne Arundel
2022109061,2022-04-20,MOUNTAIN RIDGE CT,Anne Arundel
2022108994,2022-04-20,OLD STAGE RD,Anne Arundel
2022108877,2022-04-20,WOOD TREE CIR,Anne Arundel
2022106912,2022-04-18,W MEADOW RD,Anne Arundel
2022106878,2022-04-18,MONTAGUE CT,Anne Arundel
2022106613,2022-04-18,RITCHIE HWY,Anne Arundel
2022106449,2022-04-18,REENWOOD RD,Anne Arundel
2022106362,2022-04-18,MEADE VILLAGE CIR,Anne Arundel
2022106037,2022-04-17,THELMA AVE,Anne Arundel
2022105335,2022-04-16,QUIET HOLLOW CT,Anne Arundel
2022104695,2022-04-16,JUMPERS HOLE RD,Anne Arundel
2022104627,2022-04-15,BROOKWOOD RD,Anne Arundel
2022104445,2022-04-15,ARWELL CT,Anne Arundel
2022104365,2022-04-15,SWAMP CIRCLE RD,Anne Arundel
2022104362,2022-04-15,BROOKWOOD RD,Anne Arundel
2022104242,2022-04-15,FAIR BREEZE DR,Anne Arundel
2022103831,2022-04-15,HALLMARK DR,Anne Arundel
2022103683,2022-04-15,JACOBS RD W,Anne Arundel
2022103562,2022-04-14,OAK CT,Anne Arundel
2022103437,2022-04-14,RAPID WATER WAY,Anne Arundel
2022103381,2022-04-14,SILENT CT,Anne Arundel
2022103308,2022-04-14,CRAIN HWY N,Anne Arundel
2022103290,2022-04-14,BENESCH CIR,Anne Arundel
2022102262,2022-04-13,MOUNTAIN RD,Anne Arundel
2022102212,2022-04-13,BOULEVARD PL,Anne Arundel
2022101258,2022-04-12,CARRIAGE CT/CARRIAGE CIR,Anne Arundel
2022101169,2022-04-12,DIVIDING RD,Anne Arundel
2022100727,2022-04-12,FOXFARM LN,Anne Arundel
2022100454,2022-04-11,RIVA RD,Anne Arundel
2022100388,2022-04-11,FITZ CT,Anne Arundel
2022099926,2022-04-11,BLACKBIRD HILL LN,Anne Arundel
2022099250,2022-04-10,PLYMOUTH LN,Anne Arundel
2022098594,2022-04-09,STINCHCOMB RD,Anne Arundel
2022098378,2022-04-09,WINTERSON RD,Anne Arundel
2022098330,2022-04-09,OLD LINE AVE,Anne Arundel
2022097937,2022-04-09,SCANLAN DR,Anne Arundel
2022097764,2022-04-08,HOPKINS ST,Anne Arundel
2022097020,2022-04-08,RIVA RD,Anne Arundel
2022096801,2022-04-08,W MEADOW RD,Anne Arundel
2022096605,2022-04-07,TOWNSEND AVE,Anne Arundel
2022096561,2022-04-07,POPLAR RIDGE RD,Anne Arundel
2022095396,2022-04-06,RITCHIE HWY,Anne Arundel
2022095081,2022-04-06,BROOKWOOD RD,Anne Arundel
2022094966,2022-04-06,W MEADOW RD,Anne Arundel
2022094758,2022-04-06,WARWICKSHIRE LN,Anne Arundel
2022094619,2022-04-05,BRIGHTWATER BEACH RD,Anne Arundel
2022093728,2022-04-04,PINNACLE DR,Anne Arundel
2022093573,2022-04-04,FOREST GLEN DR,Anne Arundel
2022092888,2022-04-04,LAUREL FORT MEADE RD,Anne Arundel
2022092775,2022-04-04,W MEADOW RD,Anne Arundel
2022092140,2022-04-03,ARUNDEL MILLS CIR,Anne Arundel
2022092099,2022-04-03,TOWNE CENTRE BLVD,Anne Arundel
2022091331,2022-04-02,ALBERT DR,Anne Arundel
2022091119,2022-04-02,CHARANTE CT,Anne Arundel
2022090826,2022-04-01,THOMAS RD,Anne Arundel
2022090658,2022-04-01,MOUNT ZION MARLBORO RD,Anne Arundel
2022089982,2022-04-01,QUEENS PARK RD,Anne Arundel
2022089712,2022-03-31,SHARON DR,Anne Arundel
2022089316,2022-03-31,PARKE WEST DR,Anne Arundel
2022088702,2022-03-30,CIRCLE RD,Anne Arundel
2022087342,2022-03-29,FOX DEN LN,Anne Arundel
2022087082,2022-03-29,KINGS RD,Anne Arundel
2022086950,2022-03-29,RITCHIE HWY,Anne Arundel
2022085925,2022-03-28,WINDING WOOD RD,Anne Arundel
2022085803,2022-03-28,CHESTNUT TRL,Anne Arundel
2022085637,2022-03-27,GLEN HOLLOW DR,Anne Arundel
2022085569,2022-03-27,JACINTO CT,Anne Arundel
2022085408,2022-03-27,ARLEIGH RD,Anne Arundel
2022085370,2022-03-27,BROADNECK PL,Anne Arundel
2022085060,2022-03-27,MARLTON CT,Anne Arundel
2022084987,2022-03-27,RITCHIE HWY,Anne Arundel
2022084606,2022-03-26,209TH ST,Anne Arundel
2022084389,2022-03-26,SHIPS BELL CT,Anne Arundel
2022083921,2022-03-25,LOYD LN,Anne Arundel
2022083807,2022-03-25,ELKRIDGE LANDING RD,Anne Arundel
2022083798,2022-03-25,FURNACE BRANCH RD,Anne Arundel
2022082880,2022-03-24,CROWELL CT,Anne Arundel
2022082560,2022-03-24,MAIN AVE,Anne Arundel
2022082264,2022-03-24,TANEY AVE,Anne Arundel
2022081997,2022-03-23,KENTUCKY AVE,Anne Arundel
2022081604,2022-03-23,DAUNTSEY DR,Anne Arundel
2022080990,2022-03-22,RITCHIE HWY,Anne Arundel
2022080952,2022-03-22,HOLLYWOOD CT,Anne Arundel
2022079967,2022-03-21,RIDGE RD,Anne Arundel
2022079913,2022-03-21,FORT SMALLWOOD RD,Anne Arundel
2022079861,2022-03-21,WILD CRANBERRY DR,Anne Arundel
2022079084,2022-03-21,DRYDEN WAY,Anne Arundel
2022078937,2022-03-21,WOODLAND RD,Anne Arundel
2022078577,2022-03-20,FORT SMALLWOOD RD,Anne Arundel
2022078560,2022-03-20,ADMIRAL COCHRANE DR,Anne Arundel
2022078397,2022-03-20,KINTOP RD,Anne Arundel
2022078174,2022-03-20,CARRERA LN,Anne Arundel
2022077961,2022-03-19,RITCHIE HWY,Anne Arundel
2022077360,2022-03-19,GREENLEAF TER,Anne Arundel
2022076904,2022-03-18,RETREAT CT,Anne Arundel
2022076558,2022-03-18,SOLOMONS ISLAND RD,Anne Arundel
2022076142,2022-03-18,BUSCHS FRONTAGE RD,Anne Arundel
2022075758,2022-03-18,PATRICIA AVE,Anne Arundel
2022075699,2022-03-17,HICKORY NUT CT,Anne Arundel
2022075477,2022-03-17,5TH AVE,Anne Arundel
2022074686,2022-03-16,GREENLEAF TER,Anne Arundel
2022074626,2022-03-16,CAROLYN RD,Anne Arundel
2022074289,2022-03-16,HOSPITAL DR,Anne Arundel
2022072842,2022-03-15,BALTIMORE ANNAPOLIS BLVD,Anne Arundel
2022072817,2022-03-15,EVERGREEN RD,Anne Arundel
2022072471,2022-03-15,MARY CT,Anne Arundel
2022072416,2022-03-14,PAFEL RD,Anne Arundel
2022071817,2022-03-14,MOUNTAIN RD,Anne Arundel
2022071243,2022-03-13,NURSERY RD,Anne Arundel
2022070682,2022-03-13,GEORGIA AVE NE,Anne Arundel
2022070630,2022-03-12,BALTIMORE ANNAPOLIS BLVD,Anne Arundel
2022070208,2022-03-12,MARLEY AVE,Anne Arundel
2022070194,2022-03-12,BALTIMORE ANNAPOLIS BLVD,Anne Arundel
2022070144,2022-03-12,RUXSHIRE DR,Anne Arundel
2022069430,2022-03-11,1ST AVE E,Anne Arundel
2022069375,2022-03-11,HARRY S TRUMAN PKWY,Anne Arundel
2022069127,2022-03-11,LAUREL FORT MEADE RD,Anne Arundel
2022068819,2022-03-11,FOREST DR,Anne Arundel
2022068726,2022-03-10,LONGWOOD RD,Anne Arundel
2022068398,2022-03-10,GLEN RIDGE RD,Anne Arundel
2022067660,2022-03-10,HICKORY NUT CT,Anne Arundel
2022067521,2022-03-09,MOUNTAIN RD,Anne Arundel
2022066527,2022-03-08,GREEN ORCHARD RD,Anne Arundel
2022066148,2022-03-08,ARUNDEL MILLS CIR,Anne Arundel
2022065879,2022-03-08,CAMP MEADE RD S,Anne Arundel
2022065011,2022-03-07,HIDDEN VALLEY RD,Anne Arundel
2022064744,2022-03-07,CENTRAL AVE E,Anne Arundel
2022064512,2022-03-07,CRESSWELL RD,Anne Arundel
2022064388,2022-03-06,RITCHIE HWY,Anne Arundel
2022064274,2022-03-06,ELKRIDGE DR,Anne Arundel
2022063818,2022-03-06,HARCOURT AVE,Anne Arundel
2022062571,2022-03-04,BROOKWOOD RD,Anne Arundel
2022062350,2022-03-04,HEARNE RD,Anne Arundel
2022062132,2022-03-04,NEW COLONY CT,Anne Arundel
2022061577,2022-03-04,WASHINGTON AVE,Anne Arundel
2022061464,2022-03-03,GREENWOOD RD,Anne Arundel
2022061456,2022-03-03,RITCHIE HWY,Anne Arundel
2022061146,2022-03-03,1ST ST/FRANKLIN AVE,Anne Arundel
2022061048,2022-03-03,WATERFORD RD,Anne Arundel
2022060572,2022-03-03,MELLON RD,Anne Arundel
2022060540,2022-03-03,DEFENSE HWY,Anne Arundel
2022060435,2022-03-03,BAR HARBOR RD,Anne Arundel
2022060240,2022-03-02,AGNES LN,Anne Arundel
2022060169,2022-03-02,NOTLEY RD,Anne Arundel
2022059671,2022-03-02,MOUNTAIN RD,Anne Arundel
2022059395,2022-03-02,FLATWOOD CT,Anne Arundel
2022059015,2022-03-01,HARDMOORE CT,Anne Arundel
2022058363,2022-03-01,STEGMAN PL,Anne Arundel
